"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"DDD","3D Systems Corporation","42.59","2429334622.16","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ddd",
"MMM","3M Company","90.3","62481394403.4","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mmm",
"SVN","7 Days Group Holdings Limited","11.68","583734992.48","n/a","2009","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/svn",
"AHC","A.H. Belo Corporation","4.56","100245694.8","n/a","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/ahc",
"AIR","AAR Corp.","15.19","606692048.13","n/a","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/air",
"AAN","Aaron&#39;s,  Inc.","28.76","2174358011.72","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/aan",
"ABB","ABB Ltd","19.43","44560432098.03","n/a","n/a","Consumer Durables","Electrical Products","http://www.nasdaq.com/symbol/abb",
"ABT","Abbott Laboratories","64.29","101621128811.73","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abt",
"ANF","Abercrombie & Fitch Company","45.65","3769446722.25","n/a","1996","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/anf",
"ABM","ABM Industries Incorporated","19.28","1045528449.12","n/a","n/a","Finance","Diversified Commercial Services","http://www.nasdaq.com/symbol/abm",
"AKR","Acadia Realty Trust","24.83","1258111741.77","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/akr",
"ACN","Accenture plc.","67.83","46116849367.89","n/a","1986","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/acn",
"ACMP","Access Midstream Partmers, L.P.","34.24","5067490553.6","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/acmp",
"ACCO","Acco Brands Corporation","6.97","788396097.51","n/a","n/a","Consumer Durables","Publishing","http://www.nasdaq.com/symbol/acco",
"AH","Accretive Health, Inc.","11.98","1165256719.24","n/a","2010","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ah",
"ACW","Accuride Corporation New","3.01","142629795.14","n/a","2005","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/acw",
"ACE","Ace Limited","79.23","26923011292.08","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ace",
"ATV","Acorn International, Inc.","2.61","78246740.34","n/a","2007","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/atv",
"ATU","Actuant Corporation","28.6","2084378868","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/atu",
"AYI","Acuity Brands Inc","65.78","2801150984.06","n/a","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/ayi",
"ADX","Adams Express Company (The)","10.54","960260591.72","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/adx",
"AGRO","Adecoagro S.A.","9.33","1140287922.15","n/a","1994","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/agro",
"PVD","Administradora de Fondos de Pensiones-Provida, S.A.","101.61","2244338716.14","n/a","1994","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/pvd",
"ADT","ADT Corporation","44.72","10395956035.92","n/a","n/a","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/adt",
"AAP","Advance Auto Parts Inc","73.17","5368049075.07","n/a","1993","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/aap",
"AMD","Advanced Micro Devices, Inc.","2.36","1680196824.52","n/a","1972","Technology","Semiconductors","http://www.nasdaq.com/symbol/amd",
"ASX","Advanced Semiconductor Engineering, Inc.","4.1","6224056955.2","n/a","1996","Technology","Semiconductors","http://www.nasdaq.com/symbol/asx",
"AAV","Advantage Oil & Gas Ltd","3.34","562398678.92","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/aav",
"ATE","Advantest Corporation (Kabushiki Kaisha Advantest) ADS","13.31","2306242067.8","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/ate",
"AVK","Advent Claymore Convertible Securities and Income Fund","16.44","387669617.88","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/avk",
"AGC","Advent Claymore Convertible Securities and Income Fund II","6.42","206985422.4","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/agc",
"LCM","Advent/Claymore Enhanced Growth & Income Fund","9.25","125827981.25","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/lcm",
"ACM","Aecom Technology Corporation","22.85","2469595164.55","n/a","2007","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/acm",
"ANW","Aegean Marine Petroleum Network Inc.","4.77","222212353.23","n/a","2006","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/anw",
"AEB","Aegon NV","23.55","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeb",
"AED","Aegon NV","24.94","0","n/a","1995","Finance","Life Insurance","http://www.nasdaq.com/symbol/aed",
"AEF","Aegon NV","25.25","0","n/a","1990","Finance","Life Insurance","http://www.nasdaq.com/symbol/aef",
"AEG","Aegon NV","5.74","10961414252.74","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeg",
"AEH","Aegon NV","25.33","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeh",
"AEK","Aegon NV","27.64","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aek",
"AEV","Aegon NV","25","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aev",
"AER","Aercap Holdings N.V.","12.91","1568660714.74","n/a","2006","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/aer",
"ARX","Aeroflex Holding Corp.","6.76","573598627.68","n/a","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/arx",
"ARO","Aeropostale Inc","14.14","1149113103.46","n/a","2002","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/aro",
"AET","Aetna Inc.","43.4","14517300000","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aet",
"AFM","Affiliated Managers Group, Inc.","25.1645","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afm",
"AMG","Affiliated Managers Group, Inc.","128.3","6646121287.9","n/a","1997","Finance","Investment Managers","http://www.nasdaq.com/symbol/amg",
"MGR","Affiliated Managers Group, Inc.","25.5399","0","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/mgr",
"AFL","Aflac Incorporated","52.75","24734839660.75","n/a","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/afl",
"AFSD","Aflac Incorporated","25.4","0","n/a","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/afsd",
"MITT","AG Mortgage Investment Trust, Inc.","24.6","568892072.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mitt",
"MITT^A","AG Mortgage Investment Trust, Inc.","25.264","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mitt^a",
"MITT^B","AG Mortgage Investment Trust, Inc.","24.9","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mitt^b",
"AGCO","AGCO Corporation","45.37","4400841408.73","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/agco",
"NCV","AGIC Convertible & Income Fund","8.96","680145320.96","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/ncv",
"NCZ","AGIC Convertible & Income Fund II","8.23","519891922.89","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/ncz",
"NIE","AGIC Equity & Convertible Income Fund","16.92","377386877.88","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/nie",
"NGZ","AGIC Global Equity & Convertible Income Fund","13.19","92592784.37","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/ngz",
"NAI","AGIC International & Premium Strategy Fund","9.74","97315914.58","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/nai",
"A","Agilent Technologies, Inc.","37.92","13212963868.8","n/a","1999","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/a",
"GAS","AGL Resources, Inc.","38.77","4566416165.39","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/gas",
"AEM","Agnico-Eagle Mines Limited","55.11","9470603515.23","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/aem",
"ADC","Agree Realty Corporation","26.11","298595108.84","n/a","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/adc",
"GRO","Agria Corporation","0.83","45968139","n/a","2007","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/gro",
"AGU","Agrium Inc.","99.74","14896187551.64","n/a","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/agu",
"AL","Air Lease Corporation","22.51","2279077555.87","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/al",
"APD","Air Products and Chemicals, Inc.","81.57","17362180862.46","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/apd",
"AYR","Aircastle Limited","11.62","810424454.98","n/a","2006","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/ayr",
"ARG","Airgas, Inc.","86.89","6786295813.5","n/a","1971","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/arg",
"AKS","AK Steel Holding Corporation","3.88","514607247.92","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/aks",
"ALP^N","Alabama Power Company","25.95","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/alp^n",
"ALP^O","Alabama Power Company","26.666","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/alp^o",
"ALP^P","Alabama Power Company","26","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/alp^p",
"ALG","Alamo Group, Inc.","32.59","389945183.61","n/a","1993","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/alg",
"ALK","Alaska Air Group, Inc.","42.5","2988350780","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/alk",
"AIN","Albany International Corporation","21.71","681694000","n/a","n/a","Basic Industries","Textiles","http://www.nasdaq.com/symbol/ain",
"ALB","Albemarle Corporation","58.83","5251158446.25","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/alb",
"ALU","Alcatel Lucent","1.1","2495207973.5","n/a","1989","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/alu",
"AA","Alcoa Inc.","8.41","8975168424.73","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/aa",
"ALR","Alere Inc.","18.36","1484565823.8","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/alr",
"ALR^B","Alere Inc.","196.2599","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/alr^b",
"ALEX","Alexander & Baldwin Holdings, Inc.","28.97","1241813998.52","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/alex",
"ALX","Alexander&#39;s, Inc.","457","2333412752","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/alx",
"ARE","Alexandria Real Estate Equities, Inc.","68.44","4358813700.88","n/a","1997","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/are",
"ARE^E","Alexandria Real Estate Equities, Inc.","26.56","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/are^e",
"Y","Alleghany Corporation","335.1","5677924011.9","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/y",
"ATI","Allegheny Technologies Incorporated","25.61","2748366114.91","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/ati",
"AGN","Allergan, Inc.","92.02","27652092449.92","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agn",
"ALE","Allete, Inc.","39.41","1530892878.9","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ale",
"AKP","Alliance California Municipal Income Fund Inc","15.82","135131544.94","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/akp",
"AB","Alliance Capital Management Holding L.P.","17.91","1883654555.22","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ab",
"ADS","Alliance Data Systems Corporation","142.42","7100448794","n/a","2001","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ads",
"AIQ","Alliance HealthCare Services, Inc.","1.22","64550384.22","n/a","2001","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aiq",
"AFB","Alliance National Municipal Income Fund Inc","16.01","459643881.99","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/afb",
"AYN","Alliance New York Municipal Income Fund Inc","15.29","73863895.27","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/ayn",
"AOI","Alliance One International, Inc.","3.23","283079267.2","n/a","1997","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/aoi",
"AWF","Alliance World Dollar Government Fund II","15.73","1349907623.35","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/awf",
"ACG","ALLIANCEBERNSTEIN INCOME FUND INC","8.55","2076895009.35","n/a","1987","n/a","n/a","http://www.nasdaq.com/symbol/acg",
"LNT","Alliant Energy Corporation","44.49","4937328557.58","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/lnt",
"ATK","Alliant Techsystems Inc.","60.55","1977903957.05","n/a","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/atk",
"AWH","Allied World Assurance Company Holdings, AG","81.41","2869129943.47","n/a","2006","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/awh",
"ALSN","Allison Transmission Holdings, Inc.","20.28","3704502963.72","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/alsn",
"ALL","Allstate Corporation (The)","40.49","19507181988.28","n/a","1989","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/all",
"BSI","Alon Holdings - Blue Square Israel Ltd.","2.71","179298640.6","n/a","1996","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/bsi",
"ALJ","Alon USA Energy, Inc.","14.23","871906664.67","n/a","2005","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/alj",
"ALDW","Alon USA Partners, LP","18.72","1170000000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aldw",
"ANR","Alpha Natural Resources, inc.","7.31","1611846206.07","n/a","2005","Energy","Coal Mining","http://www.nasdaq.com/symbol/anr",
"AGD","Alpine Global Dynamic Dividend Fund","5.32","133687971.76","n/a","2006","n/a","n/a","http://www.nasdaq.com/symbol/agd",
"AWP","Alpine Global Premier Properties Fund","7.18","632587208.24","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/awp",
"AOD","Alpine Total Dynamic Dividend Fund","4.09","904014716.37","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/aod",
"MO","Altria Group","33.66","68165070854.76","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/mo",
"AWC","Alumina Ltd","3.81","2324286865.26","n/a","1997","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/awc",
"ACH","Aluminum Corporation of China Ltd","10.45","5653235931.75","n/a","1993","Basic Industries","Aluminum","http://www.nasdaq.com/symbol/ach",
"PLD","AMB Property Corporation","33.96","15652503600","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pld",
"PLD^L","AMB Property Corporation","25.1501","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pld^l",
"PLD^M","AMB Property Corporation","25.37","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pld^m",
"PLD^O","AMB Property Corporation","25.32","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pld^o",
"PLD^P","AMB Property Corporation","25.44","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pld^p",
"PLD^R","AMB Property Corporation","25.329","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pld^r",
"PLD^S","AMB Property Corporation","25.34","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pld^s",
"AMBO","Ambow Education Holding Ltd.","2.84","205163110.88","n/a","2010","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ambo",
"ACO","Amcol International Corporation","30","958774170","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/aco",
"DOX","Amdocs Limited","33.38","5508567880","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/dox",
"AEE","Ameren Corporation","29.58","7177133568.18","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/aee",
"AMRC","Ameresco, Inc.","9.28","418359846.4","n/a","2010","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/amrc",
"MFA","America First Mortgage Investments, Inc.","8.39","2999832829.51","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mfa",
"MFA^A","America First Mortgage Investments, Inc.","25.69","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mfa^a",
"MFO","America First Mortgage Investments, Inc.","25.7","0","n/a","1988","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mfo",
"AMX","America Movil, S.A.B. de C.V.","23.42","90155290000","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/amx",
"AAT","American Assets Trust, Inc.","27.04","1071519812.48","n/a","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aat",
"AXL","American Axle & Manufacturing Holdings, Inc.","10.12","757376418.04","n/a","1999","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/axl",
"ACC","American Campus Communities Inc","43.8","4510611600","n/a","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/acc",
"AEO","American Eagle Outfitters, Inc.","21.3","4217983044.9","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/aeo",
"AEP","American Electric Power Company, Inc.","42.28","20516331778.88","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/aep",
"AEP^A/CL","American Electric Power Company, Inc.","25.43","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aep^a/cl",
"AEL","American Equity Investment Life Holding Company","11.59","727972941.65","n/a","2003","Finance","Life Insurance","http://www.nasdaq.com/symbol/ael",
"AXP","American Express Company","55.99","62656288770.68","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/axp",
"AFA","American Financial Group, Inc.","25.481","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afa",
"AFG","American Financial Group, Inc.","39.43","3557930799.58","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afg",
"AFQ","American Financial Group, Inc.","27.48","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afq",
"AFW","American Financial Group, Inc.","26.35","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afw",
"AM","American Greetings Corporation","17.22","495162994.2","n/a","n/a","Consumer Services","Consumer: Greeting Cards","http://www.nasdaq.com/symbol/am",
"MRF","American Income Fund, Inc.","8.57","81107765.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mrf",
"AFF","American International Group, Inc.","25.06","0","n/a","1994","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/aff",
"AIG","American International Group, Inc.","33.12","48895204940.64","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/aig",
"AIG/WS","American International Group, Inc.","13.8801","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aig/ws",
"AVF","American International Group, Inc.","25.52","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/avf",
"AMID","American Midstream Partners, LP","15.96","146026051.92","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/amid",
"XAA","American Municipal Income Portfolio","17.7","101885925.9","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/xaa",
"ARL","American Realty Investors, Inc.","2.7","31118550.3","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/arl",
"ARC","American Reprographics Company","2.5","115712730","n/a","2004","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/arc",
"ASI","American Safety Insurance Holdings, Ltd.","16.93","167260155.09","n/a","1998","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/asi",
"SLA","American Select Portfolio, Inc.","11.05","117817254.75","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/sla",
"AWR","American States Water Company","45.5","874347428.5","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/awr",
"ASP","American Strategic Income Portfolio","12.05","50987538.55","n/a","1991","n/a","n/a","http://www.nasdaq.com/symbol/asp",
"BSP","American Strategic Income Portfolio II","9.1","145470243.1","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/bsp",
"CSP","American Strategic Income Portfolio III","7.61","162519335.03","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/csp",
"AMT","American Tower Corporation (REIT)","74.88","29604022231.68","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amt",
"AVD","American Vanguard Corporation","32.86","922026889.28","n/a","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/avd",
"AWK","American Water Works","37.96","6709687748.4","n/a","2008","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/awk",
"APU","AmeriGas Partners, L.P.","40.16","3727266266.4","n/a","1995","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/apu",
"AGP","AMERIGROUP Corporation","91.85","4703441941","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/agp",
"AMP","AMERIPRISE FINANCIAL SERVICES, INC.","61.1","12575380207","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/amp",
"AMP^A","AMERIPRISE FINANCIAL SERVICES, INC.","27.8899","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amp^a",
"ABC","AmerisourceBergen Corporation (Holding Co)","42.41","9986524945.92","n/a","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/abc",
"ANFI","Amira Nature Foods Ltd","8.01","285680126.34","n/a","1999","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/anfi",
"AHS","AMN Healthcare Services Inc","11.16","495355014","n/a","2001","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ahs",
"AP","Ampco-Pittsburgh Corporation","18.62","192582116.72","n/a","n/a","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/ap",
"APH","Amphenol Corporation","61.05","9788896560.3","n/a","1997","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/aph",
"AMRE","AmREIT, Inc.","16.58","267324115.04","n/a","1987","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amre",
"AXR","AMREP Corporation","8.33","49948445.96","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/axr",
"AME","AMTEK, Inc.","37.33","9070603396.38","n/a","n/a","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/ame",
"APC","Anadarko Petroleum Corporation","73.79","36877233212.75","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/apc",
"AU","AngloGold Ashanti Limited","30.03","11571343894.11","n/a","1987","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/au",
"AU^A","AngloGold Ashanti Limited","36.2301","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/au^a",
"BUD","Anheuser-Busch Inbev SA","88.29","141793740000","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/bud",
"AXE","Anixter International Inc.","60.92","1964506368.88","n/a","n/a","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/axe",
"ANN","ANN INC.","33.42","1616558017.92","n/a","1991","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/ann",
"NLY","Annaly Capital Management Inc","14.64","14273477205.6","n/a","1997","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nly",
"NLY^A","Annaly Capital Management Inc","25.56","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nly^a",
"NLY^C","Annaly Capital Management Inc","25.1","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nly^c",
"NLY^D","Annaly Capital Management Inc","25.09","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nly^d",
"BNNY","Annie&#39;s, Inc.","36.52","625304533.48","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/bnny",
"ANH","Anworth Mortgage Asset  Corporation","5.89","840662430.52","n/a","1998","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/anh",
"ANH^A","Anworth Mortgage Asset  Corporation","25.8645","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/anh^a",
"ANH^B","Anworth Mortgage Asset  Corporation","24.3999","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/anh^b",
"AOL","AOL Inc.","31.9","2669925814.6","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/aol",
"AON","Aon plc","56.73","18078000751.05","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/aon",
"APA","Apache Corporation","76.36","29878409510.84","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/apa",
"APA^D","Apache Corporation","44.55","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/apa^d",
"AIV","Apartment Investment and Management Company","25.03","3642988546.64","n/a","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aiv",
"AIV^Z","Apartment Investment and Management Company","26.54","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aiv^z",
"ARI","Apollo Commercial Real Estate Finance","16.65","466934364.9","n/a","1996","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ari",
"ARI^A","Apollo Commercial Real Estate Finance","25.75","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ari^a",
"APO","Apollo Global Management, LLC","15.76","2049182731.6","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/apo",
"AIB","Apollo Investment Corporation","23.69","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aib",
"AMTG","Apollo Residential Mortgage, Inc.","21.74","525803031.28","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amtg",
"AMTG^A","Apollo Residential Mortgage, Inc.","25.05","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amtg^a",
